"","ST","DATE","UR","State","Crisis","Months"
"1096","CT",2021-04-01,8.1,"Connecticut","Covid-19",15
"1097","CT",2021-05-01,8.1,"Connecticut","Covid-19",16
"1098","CT",2021-06-01,7.7,"Connecticut","Covid-19",17
"1099","CT",2021-07-01,7.3,"Connecticut","Covid-19",18
"1163","DC",2020-01-01,4.9,"District of Columbia","Covid-19",0
"1164","DC",2020-02-01,5,"District of Columbia","Covid-19",1
"1165","DC",2020-03-01,5.2,"District of Columbia","Covid-19",2
"1166","DC",2020-04-01,11.1,"District of Columbia","Covid-19",3
"1167","DC",2020-05-01,8.9,"District of Columbia","Covid-19",4
"1168","DC",2020-06-01,8.9,"District of Columbia","Covid-19",5
"1169","DC",2020-07-01,8.9,"District of Columbia","Covid-19",6
"1170","DC",2020-08-01,8.8,"District of Columbia","Covid-19",7
"1171","DC",2020-09-01,8.7,"District of Columbia","Covid-19",8
"1172","DC",2020-10-01,8.8,"District of Columbia","Covid-19",9
"1173","DC",2020-11-01,8.8,"District of Columbia","Covid-19",10
"1174","DC",2020-12-01,8.8,"District of Columbia","Covid-19",11
"1175","DC",2021-01-01,8.4,"District of Columbia","Covid-19",12
"1176","DC",2021-02-01,8.1,"District of Columbia","Covid-19",13
"1258","DC",2021-03-01,7.7,"District of Columbia","Covid-19",14
"1259","DC",2021-04-01,7.5,"District of Columbia","Covid-19",15
"1260","DC",2021-05-01,7.2,"District of Columbia","Covid-19",16
"1261","DC",2021-06-01,7,"District of Columbia","Covid-19",17
"1262","DC",2021-07-01,6.7,"District of Columbia","Covid-19",18
"1409","DE",2020-01-01,4.3,"Delaware","Covid-19",0
"1410","DE",2020-02-01,4.5,"Delaware","Covid-19",1
"1411","DE",2020-03-01,4.8,"Delaware","Covid-19",2
"1412","DE",2020-04-01,13.4,"Delaware","Covid-19",3
"1413","DE",2020-05-01,13.3,"Delaware","Covid-19",4
"1414","DE",2020-06-01,12.9,"Delaware","Covid-19",5
"1415","DE",2020-07-01,8.3,"Delaware","Covid-19",6
"1416","DE",2020-08-01,7.9,"Delaware","Covid-19",7
"1417","DE",2020-09-01,7.6,"Delaware","Covid-19",8
"1418","DE",2020-10-01,5.7,"Delaware","Covid-19",9
"1419","DE",2020-11-01,5.8,"Delaware","Covid-19",10
"1420","DE",2020-12-01,5.9,"Delaware","Covid-19",11
"1421","DE",2021-01-01,6.1,"Delaware","Covid-19",12
"1422","DE",2021-02-01,6.3,"Delaware","Covid-19",13
"1423","DE",2021-03-01,6.5,"Delaware","Covid-19",14
"1424","DE",2021-04-01,6.4,"Delaware","Covid-19",15
"1425","DE",2021-05-01,5.9,"Delaware","Covid-19",16
"1426","DE",2021-06-01,5.8,"Delaware","Covid-19",17
"1427","DE",2021-07-01,5.6,"Delaware","Covid-19",18
"1584","FL",2021-02-01,4.7,"Florida","Covid-19",13
"1585","FL",2021-03-01,4.7,"Florida","Covid-19",14
"1586","FL",2021-04-01,4.8,"Florida","Covid-19",15
"1587","FL",2021-05-01,4.9,"Florida","Covid-19",16
"1588","FL",2021-06-01,5,"Florida","Covid-19",17
"1589","FL",2021-07-01,5.1,"Florida","Covid-19",18
"1612","FL",2020-01-01,3.3,"Florida","Covid-19",0
"1613","FL",2020-02-01,3.3,"Florida","Covid-19",1
"1614","FL",2020-03-01,4.9,"Florida","Covid-19",2
"1615","FL",2020-04-01,14,"Florida","Covid-19",3
"1616","FL",2020-05-01,14.2,"Florida","Covid-19",4
"1617","FL",2020-06-01,11.6,"Florida","Covid-19",5
"1618","FL",2020-07-01,11.5,"Florida","Covid-19",6
"1619","FL",2020-08-01,7.9,"Florida","Covid-19",7
"1620","FL",2020-09-01,7.2,"Florida","Covid-19",8
"1621","FL",2020-10-01,5.8,"Florida","Covid-19",9
"1622","FL",2020-11-01,5.4,"Florida","Covid-19",10
"1623","FL",2020-12-01,5.1,"Florida","Covid-19",11
"1630","FL",2021-01-01,4.8,"Florida","Covid-19",12
"1652","GA",2020-01-01,3.3,"Georgia","Covid-19",0
"1653","GA",2020-02-01,3.5,"Georgia","Covid-19",1
"1654","GA",2020-03-01,3.6,"Georgia","Covid-19",2
"1655","GA",2020-04-01,12.5,"Georgia","Covid-19",3
"1656","GA",2020-05-01,9.4,"Georgia","Covid-19",4
"1657","GA",2020-06-01,8.4,"Georgia","Covid-19",5
"1658","GA",2020-07-01,7.6,"Georgia","Covid-19",6
"1659","GA",2020-08-01,7,"Georgia","Covid-19",7
"1660","GA",2020-09-01,6.5,"Georgia","Covid-19",8
"1661","GA",2020-10-01,5.9,"Georgia","Covid-19",9
"1662","GA",2020-11-01,5.6,"Georgia","Covid-19",10
"1663","GA",2020-12-01,5.3,"Georgia","Covid-19",11
"1664","GA",2021-01-01,5.1,"Georgia","Covid-19",12
"1665","GA",2021-02-01,4.8,"Georgia","Covid-19",13
"1666","GA",2021-03-01,4.5,"Georgia","Covid-19",14
"1667","GA",2021-04-01,4.3,"Georgia","Covid-19",15
"1668","GA",2021-05-01,4.1,"Georgia","Covid-19",16
"1669","GA",2021-06-01,4,"Georgia","Covid-19",17
"1670","GA",2021-07-01,3.7,"Georgia","Covid-19",18
"1896","HI",2020-01-01,2,"Hawaii","Covid-19",0
"1897","HI",2020-02-01,2.1,"Hawaii","Covid-19",1
"1898","HI",2020-03-01,2.1,"Hawaii","Covid-19",2
"1899","HI",2020-04-01,21.9,"Hawaii","Covid-19",3
"1900","HI",2020-05-01,21.9,"Hawaii","Covid-19",4
"1901","HI",2020-06-01,14.1,"Hawaii","Covid-19",5
"1902","HI",2020-07-01,14.1,"Hawaii","Covid-19",6
"1903","HI",2020-08-01,14.1,"Hawaii","Covid-19",7
"1904","HI",2020-09-01,14.8,"Hawaii","Covid-19",8
"1905","HI",2020-10-01,14,"Hawaii","Covid-19",9
"1906","HI",2020-11-01,10.3,"Hawaii","Covid-19",10
"1907","HI",2020-12-01,10.3,"Hawaii","Covid-19",11
"1908","HI",2021-01-01,10.3,"Hawaii","Covid-19",12
"1909","HI",2021-02-01,9.2,"Hawaii","Covid-19",13
"1910","HI",2021-03-01,9.1,"Hawaii","Covid-19",14
"1911","HI",2021-04-01,8.5,"Hawaii","Covid-19",15
"1912","HI",2021-05-01,8,"Hawaii","Covid-19",16
"1913","HI",2021-06-01,7.7,"Hawaii","Covid-19",17
"1914","HI",2021-07-01,7.3,"Hawaii","Covid-19",18
"2059","IA",2020-01-01,2.8,"Iowa","Covid-19",0
"2060","IA",2020-02-01,2.9,"Iowa","Covid-19",1
"2061","IA",2020-03-01,2.9,"Iowa","Covid-19",2
"2062","IA",2020-04-01,11.1,"Iowa","Covid-19",3
"2063","IA",2020-05-01,8.3,"Iowa","Covid-19",4
"2064","IA",2020-06-01,7.1,"Iowa","Covid-19",5
"2065","IA",2020-07-01,6.1,"Iowa","Covid-19",6
"2066","IA",2020-08-01,5.3,"Iowa","Covid-19",7
"2067","IA",2020-09-01,4.7,"Iowa","Covid-19",8
"2068","IA",2020-10-01,4.2,"Iowa","Covid-19",9
"2069","IA",2020-11-01,3.9,"Iowa","Covid-19",10
"2070","IA",2020-12-01,3.7,"Iowa","Covid-19",11
"2071","IA",2021-01-01,3.6,"Iowa","Covid-19",12
"2072","IA",2021-02-01,3.7,"Iowa","Covid-19",13
"2073","IA",2021-03-01,3.7,"Iowa","Covid-19",14
"2074","IA",2021-04-01,3.8,"Iowa","Covid-19",15
"2075","IA",2021-05-01,3.9,"Iowa","Covid-19",16
"2076","IA",2021-06-01,4,"Iowa","Covid-19",17
"2077","IA",2021-07-01,4.1,"Iowa","Covid-19",18
"2264","ID",2021-01-01,3.5,"Idaho","Covid-19",12
"2265","ID",2020-01-01,2.6,"Idaho","Covid-19",0
"2266","ID",2020-02-01,2.6,"Idaho","Covid-19",1
"2267","ID",2020-03-01,2.7,"Idaho","Covid-19",2
"2268","ID",2020-04-01,11.6,"Idaho","Covid-19",3
"2269","ID",2020-05-01,8.3,"Idaho","Covid-19",4
"2270","ID",2020-06-01,7,"Idaho","Covid-19",5
"2271","ID",2020-07-01,5.9,"Idaho","Covid-19",6
"2272","ID",2020-08-01,4.9,"Idaho","Covid-19",7
"2273","ID",2020-09-01,6,"Idaho","Covid-19",8
"2274","ID",2020-10-01,4.8,"Idaho","Covid-19",9
"2275","ID",2020-11-01,4.3,"Idaho","Covid-19",10
"2276","ID",2020-12-01,3.8,"Idaho","Covid-19",11
"2277","ID",2021-05-01,3,"Idaho","Covid-19",16
"2278","ID",2021-02-01,3.3,"Idaho","Covid-19",13
"2279","ID",2021-03-01,3.2,"Idaho","Covid-19",14
"2280","ID",2021-04-01,3.1,"Idaho","Covid-19",15
"2281","ID",2021-06-01,3,"Idaho","Covid-19",17
"2282","ID",2021-07-01,3,"Idaho","Covid-19",18
"2385","IL",2020-01-01,3.5,"Illinois","Covid-19",0
"2386","IL",2020-02-01,3.6,"Illinois","Covid-19",1
"2387","IL",2020-03-01,3.7,"Illinois","Covid-19",2
"2388","IL",2020-04-01,16.5,"Illinois","Covid-19",3
"2389","IL",2020-05-01,15.4,"Illinois","Covid-19",4
"2390","IL",2020-06-01,14.2,"Illinois","Covid-19",5
"2391","IL",2020-07-01,12,"Illinois","Covid-19",6
"2392","IL",2020-08-01,11.1,"Illinois","Covid-19",7
"2393","IL",2020-09-01,10.4,"Illinois","Covid-19",8
"2394","IL",2020-10-01,8.1,"Illinois","Covid-19",9
"2395","IL",2020-11-01,8.1,"Illinois","Covid-19",10
"2396","IL",2020-12-01,8,"Illinois","Covid-19",11
"2397","IL",2021-01-01,7.7,"Illinois","Covid-19",12
"2398","IL",2021-02-01,7.4,"Illinois","Covid-19",13
"2399","IL",2021-03-01,7.1,"Illinois","Covid-19",14
"2400","IL",2021-04-01,7.1,"Illinois","Covid-19",15
"2401","IL",2021-05-01,7.1,"Illinois","Covid-19",16
"2402","IL",2021-06-01,7.2,"Illinois","Covid-19",17
"2403","IL",2021-07-01,7.1,"Illinois","Covid-19",18
"2549","IN",2020-01-01,3.2,"Indiana","Covid-19",0
"2550","IN",2020-02-01,3.2,"Indiana","Covid-19",1
"2551","IN",2020-03-01,3.3,"Indiana","Covid-19",2
"2552","IN",2020-04-01,16.9,"Indiana","Covid-19",3
"2553","IN",2020-05-01,12,"Indiana","Covid-19",4
"2554","IN",2020-06-01,10.1,"Indiana","Covid-19",5
"2555","IN",2020-07-01,8.6,"Indiana","Covid-19",6
"2556","IN",2020-08-01,7.3,"Indiana","Covid-19",7
"2557","IN",2020-09-01,6.3,"Indiana","Covid-19",8
"2558","IN",2020-10-01,5.6,"Indiana","Covid-19",9
"2559","IN",2020-11-01,5,"Indiana","Covid-19",10
"2560","IN",2020-12-01,4.6,"Indiana","Covid-19",11
"2561","IN",2021-01-01,4.2,"Indiana","Covid-19",12
"2562","IN",2021-02-01,4,"Indiana","Covid-19",13
"2563","IN",2021-03-01,3.9,"Indiana","Covid-19",14
"2564","IN",2021-04-01,3.9,"Indiana","Covid-19",15
"2565","IN",2021-05-01,4,"Indiana","Covid-19",16
"2566","IN",2021-06-01,4.1,"Indiana","Covid-19",17
"2567","IN",2021-07-01,4.1,"Indiana","Covid-19",18
"2712","KS",2020-01-01,3.1,"Kansas","Covid-19",0
"2713","KS",2020-02-01,3.2,"Kansas","Covid-19",1
"2714","KS",2020-03-01,3.2,"Kansas","Covid-19",2
"2715","KS",2020-04-01,12.6,"Kansas","Covid-19",3
"2716","KS",2020-05-01,9,"Kansas","Covid-19",4
"2717","KS",2020-06-01,7,"Kansas","Covid-19",5
"2718","KS",2020-07-01,6.6,"Kansas","Covid-19",6
"2719","KS",2020-08-01,6.2,"Kansas","Covid-19",7
"2720","KS",2020-09-01,6.1,"Kansas","Covid-19",8
"2721","KS",2020-10-01,4.7,"Kansas","Covid-19",9
"2722","KS",2020-11-01,4.7,"Kansas","Covid-19",10
"2723","KS",2020-12-01,4.7,"Kansas","Covid-19",11
"2724","KS",2021-01-01,3.4,"Kansas","Covid-19",12
"2725","KS",2021-02-01,3.8,"Kansas","Covid-19",13
"2726","KS",2021-03-01,3.7,"Kansas","Covid-19",14
"2727","KS",2021-04-01,3.5,"Kansas","Covid-19",15
"2728","KS",2021-05-01,3.5,"Kansas","Covid-19",16
"2729","KS",2021-06-01,3.7,"Kansas","Covid-19",17
"2730","KS",2021-07-01,3.8,"Kansas","Covid-19",18
"2793","KY",2020-01-01,4.1,"Kentucky","Covid-19",0
"2794","KY",2020-02-01,4.2,"Kentucky","Covid-19",1
"2795","KY",2020-03-01,4.2,"Kentucky","Covid-19",2
"2796","KY",2020-04-01,16.9,"Kentucky","Covid-19",3
"2797","KY",2020-05-01,10.9,"Kentucky","Covid-19",4
"2798","KY",2020-06-01,5.7,"Kentucky","Covid-19",5
"2799","KY",2020-07-01,5.6,"Kentucky","Covid-19",6
"2800","KY",2020-08-01,5.5,"Kentucky","Covid-19",7
"2801","KY",2020-09-01,5.5,"Kentucky","Covid-19",8
"2802","KY",2020-10-01,5.5,"Kentucky","Covid-19",9
"2803","KY",2020-11-01,5.6,"Kentucky","Covid-19",10
"2804","KY",2020-12-01,5.6,"Kentucky","Covid-19",11
"2805","KY",2021-01-01,5.3,"Kentucky","Covid-19",12
"2806","KY",2021-02-01,5.2,"Kentucky","Covid-19",13
"2807","KY",2021-03-01,5,"Kentucky","Covid-19",14
"2808","KY",2021-04-01,4.7,"Kentucky","Covid-19",15
"2809","KY",2021-05-01,4.5,"Kentucky","Covid-19",16
"2810","KY",2021-06-01,4.4,"Kentucky","Covid-19",17
"2811","KY",2021-07-01,4.4,"Kentucky","Covid-19",18
"3073","LA",2020-07-01,9.1,"Louisiana","Covid-19",6
"3080","LA",2020-01-01,5.1,"Louisiana","Covid-19",0
"3081","LA",2020-02-01,5.2,"Louisiana","Covid-19",1
"3082","LA",2020-03-01,5.3,"Louisiana","Covid-19",2
"3083","LA",2020-04-01,13.1,"Louisiana","Covid-19",3
"3084","LA",2020-05-01,13.1,"Louisiana","Covid-19",4
"3085","LA",2020-06-01,9.4,"Louisiana","Covid-19",5
"3086","LA",2020-11-01,7.9,"Louisiana","Covid-19",10
"3087","LA",2020-08-01,8.2,"Louisiana","Covid-19",7
"3088","LA",2020-09-01,8,"Louisiana","Covid-19",8
"3089","LA",2020-10-01,7.9,"Louisiana","Covid-19",9
"3090","LA",2021-03-01,7.4,"Louisiana","Covid-19",14
"3091","LA",2020-12-01,7.9,"Louisiana","Covid-19",11
"3092","LA",2021-01-01,7.6,"Louisiana","Covid-19",12
"3093","LA",2021-02-01,7.6,"Louisiana","Covid-19",13
"3094","LA",2021-07-01,6.6,"Louisiana","Covid-19",18
"3095","LA",2021-04-01,7.2,"Louisiana","Covid-19",15
"3096","LA",2021-05-01,7.1,"Louisiana","Covid-19",16
"3097","LA",2021-06-01,6.9,"Louisiana","Covid-19",17
"3200","MA",2020-01-01,2.8,"Massachusetts","Covid-19",0
"3201","MA",2020-02-01,2.8,"Massachusetts","Covid-19",1
"3202","MA",2020-03-01,2.7,"Massachusetts","Covid-19",2
"3203","MA",2020-04-01,16.4,"Massachusetts","Covid-19",3
"3204","MA",2020-05-01,15.3,"Massachusetts","Covid-19",4
"3205","MA",2020-06-01,14.8,"Massachusetts","Covid-19",5
"3206","MA",2020-07-01,9.8,"Massachusetts","Covid-19",6
"3207","MA",2020-08-01,9.3,"Massachusetts","Covid-19",7
"3208","MA",2020-09-01,8.9,"Massachusetts","Covid-19",8
"3209","MA",2020-10-01,8.5,"Massachusetts","Covid-19",9
"3252","MA",2020-11-01,8.4,"Massachusetts","Covid-19",10
"3253","MA",2020-12-01,8.4,"Massachusetts","Covid-19",11
"3254","MA",2021-01-01,7.8,"Massachusetts","Covid-19",12
"3255","MA",2021-02-01,7,"Massachusetts","Covid-19",13
"3256","MA",2021-03-01,6.7,"Massachusetts","Covid-19",14
"3257","MA",2021-04-01,6.4,"Massachusetts","Covid-19",15
"3258","MA",2021-05-01,5,"Massachusetts","Covid-19",16
"3259","MA",2021-06-01,4.9,"Massachusetts","Covid-19",17
"3260","MA",2021-07-01,4.9,"Massachusetts","Covid-19",18
"3282","MD",2020-01-01,3.4,"Maryland","Covid-19",0
"3283","MD",2020-02-01,3.5,"Maryland","Covid-19",1
"3284","MD",2020-03-01,3.5,"Maryland","Covid-19",2
"3285","MD",2020-04-01,9,"Maryland","Covid-19",3
"3286","MD",2020-05-01,9,"Maryland","Covid-19",4
"3287","MD",2020-06-01,8.6,"Maryland","Covid-19",5
"3288","MD",2020-07-01,8.7,"Maryland","Covid-19",6
"3289","MD",2020-08-01,8.6,"Maryland","Covid-19",7
"3290","MD",2020-09-01,7,"Maryland","Covid-19",8
"3291","MD",2020-10-01,6.8,"Maryland","Covid-19",9
"3292","MD",2020-11-01,6.8,"Maryland","Covid-19",10
"3293","MD",2020-12-01,6.8,"Maryland","Covid-19",11
"3295","MD",2021-02-01,6.2,"Maryland","Covid-19",13
"3296","MD",2021-03-01,6.2,"Maryland","Covid-19",14
"3297","MD",2021-04-01,6.2,"Maryland","Covid-19",15
"3298","MD",2021-05-01,6.1,"Maryland","Covid-19",16
"3299","MD",2021-06-01,6.2,"Maryland","Covid-19",17
"3300","MD",2021-07-01,6,"Maryland","Covid-19",18
"3334","MD",2021-01-01,6.4,"Maryland","Covid-19",12
"3445","ME",2020-01-01,3,"Maine","Covid-19",0
"3446","ME",2020-02-01,3.1,"Maine","Covid-19",1
"3447","ME",2020-03-01,3.1,"Maine","Covid-19",2
"3448","ME",2020-04-01,9.1,"Maine","Covid-19",3
"3449","ME",2020-05-01,8.3,"Maine","Covid-19",4
"3450","ME",2020-06-01,5.3,"Maine","Covid-19",5
"3451","ME",2020-07-01,8.8,"Maine","Covid-19",6
"3452","ME",2020-08-01,5.2,"Maine","Covid-19",7
"3453","ME",2020-09-01,4.9,"Maine","Covid-19",8
"3454","ME",2020-10-01,4.8,"Maine","Covid-19",9
"3455","ME",2020-11-01,4.9,"Maine","Covid-19",10
"3456","ME",2020-12-01,5,"Maine","Covid-19",11
"3457","ME",2021-01-01,5.2,"Maine","Covid-19",12
"3458","ME",2021-02-01,4.8,"Maine","Covid-19",13
"3459","ME",2021-03-01,4.8,"Maine","Covid-19",14
"3460","ME",2021-04-01,4.8,"Maine","Covid-19",15
"3461","ME",2021-05-01,4.8,"Maine","Covid-19",16
"3462","ME",2021-06-01,4.8,"Maine","Covid-19",17
"3463","ME",2021-07-01,4.9,"Maine","Covid-19",18
"3618","MI",2020-11-01,8.2,"Michigan","Covid-19",10
"3619","MI",2020-12-01,8.2,"Michigan","Covid-19",11
"3620","MI",2021-01-01,5.7,"Michigan","Covid-19",12
"3621","MI",2021-02-01,5.2,"Michigan","Covid-19",13
"3622","MI",2021-03-01,5.1,"Michigan","Covid-19",14
"3623","MI",2021-04-01,4.9,"Michigan","Covid-19",15
"3624","MI",2021-05-01,5,"Michigan","Covid-19",16
"3625","MI",2021-06-01,5,"Michigan","Covid-19",17
"3626","MI",2021-07-01,4.8,"Michigan","Covid-19",18
"3731","MI",2020-01-01,3.7,"Michigan","Covid-19",0
"3732","MI",2020-02-01,3.7,"Michigan","Covid-19",1
"3733","MI",2020-03-01,3.7,"Michigan","Covid-19",2
"3734","MI",2020-04-01,23.6,"Michigan","Covid-19",3
"3735","MI",2020-05-01,20.8,"Michigan","Covid-19",4
"3736","MI",2020-06-01,14.1,"Michigan","Covid-19",5
"3737","MI",2020-07-01,9,"Michigan","Covid-19",6
"3738","MI",2020-08-01,8.5,"Michigan","Covid-19",7
"3748","MI",2020-09-01,8.2,"Michigan","Covid-19",8
"3749","MI",2020-10-01,8.1,"Michigan","Covid-19",9
"3852","MN",2020-01-01,3.2,"Minnesota","Covid-19",0
"3853","MN",2020-02-01,3.3,"Minnesota","Covid-19",1
"3854","MN",2020-03-01,3.5,"Minnesota","Covid-19",2
"3855","MN",2020-04-01,9,"Minnesota","Covid-19",3
"3856","MN",2020-05-01,11.3,"Minnesota","Covid-19",4
"3857","MN",2020-06-01,8.9,"Minnesota","Covid-19",5
"3858","MN",2020-07-01,7.6,"Minnesota","Covid-19",6
"3859","MN",2020-08-01,6.6,"Minnesota","Covid-19",7
"3860","MN",2020-09-01,5.8,"Minnesota","Covid-19",8
"3861","MN",2020-10-01,5.3,"Minnesota","Covid-19",9
"3862","MN",2020-11-01,5,"Minnesota","Covid-19",10
"3863","MN",2020-12-01,4.7,"Minnesota","Covid-19",11
"3864","MN",2021-01-01,4.5,"Minnesota","Covid-19",12
"3865","MN",2021-02-01,4.4,"Minnesota","Covid-19",13
"3866","MN",2021-03-01,4.2,"Minnesota","Covid-19",14
"3867","MN",2021-04-01,4.1,"Minnesota","Covid-19",15
"3868","MN",2021-05-01,4,"Minnesota","Covid-19",16
"3869","MN",2021-06-01,4,"Minnesota","Covid-19",17
"3870","MN",2021-07-01,3.9,"Minnesota","Covid-19",18
"4015","MO",2020-01-01,3.6,"Missouri","Covid-19",0
"4016","MO",2020-02-01,3.6,"Missouri","Covid-19",1
"4017","MO",2020-03-01,3.7,"Missouri","Covid-19",2
"4018","MO",2020-04-01,12.5,"Missouri","Covid-19",3
"4019","MO",2020-05-01,9.6,"Missouri","Covid-19",4
"4020","MO",2020-06-01,8.1,"Missouri","Covid-19",5
"4021","MO",2020-07-01,6.8,"Missouri","Covid-19",6
"4022","MO",2020-08-01,6,"Missouri","Covid-19",7
"4023","MO",2020-09-01,5.4,"Missouri","Covid-19",8
"4024","MO",2020-10-01,5,"Missouri","Covid-19",9
"4025","MO",2020-11-01,4.7,"Missouri","Covid-19",10
"4026","MO",2020-12-01,4.4,"Missouri","Covid-19",11
"4027","MO",2021-01-01,4.3,"Missouri","Covid-19",12
"4028","MO",2021-02-01,4.3,"Missouri","Covid-19",13
"4029","MO",2021-03-01,4.2,"Missouri","Covid-19",14
"4030","MO",2021-04-01,4.1,"Missouri","Covid-19",15
"4031","MO",2021-05-01,4.2,"Missouri","Covid-19",16
"4032","MO",2021-06-01,4.3,"Missouri","Covid-19",17
"4033","MO",2021-07-01,4.2,"Missouri","Covid-19",18
"4180","MS",2020-01-01,5.6,"Mississippi","Covid-19",0
"4181","MS",2020-02-01,5.8,"Mississippi","Covid-19",1
"4182","MS",2020-03-01,6,"Mississippi","Covid-19",2
"4183","MS",2020-04-01,15.7,"Mississippi","Covid-19",3
"4184","MS",2020-05-01,11,"Mississippi","Covid-19",4
"4185","MS",2020-06-01,9.6,"Mississippi","Covid-19",5
"4226","MS",2021-07-01,6.1,"Mississippi","Covid-19",18
"4227","MS",2020-07-01,8.5,"Mississippi","Covid-19",6
"4228","MS",2020-08-01,7.8,"Mississippi","Covid-19",7
"4229","MS",2020-09-01,7.2,"Mississippi","Covid-19",8
"4230","MS",2020-10-01,6.9,"Mississippi","Covid-19",9
"4231","MS",2020-11-01,6.7,"Mississippi","Covid-19",10
"4232","MS",2020-12-01,6.6,"Mississippi","Covid-19",11
"4233","MS",2021-01-01,6.4,"Mississippi","Covid-19",12
"4234","MS",2021-02-01,6.3,"Mississippi","Covid-19",13
"4235","MS",2021-03-01,6.2,"Mississippi","Covid-19",14
"4236","MS",2021-04-01,6.2,"Mississippi","Covid-19",15
"4237","MS",2021-05-01,6.1,"Mississippi","Covid-19",16
"4238","MS",2021-06-01,6.2,"Mississippi","Covid-19",17
"4342","MT",2020-01-01,3.7,"Montana","Covid-19",0
"4343","MT",2020-02-01,3.7,"Montana","Covid-19",1
"4344","MT",2020-03-01,3.8,"Montana","Covid-19",2
"4345","MT",2020-04-01,11.9,"Montana","Covid-19",3
"4346","MT",2020-05-01,9.1,"Montana","Covid-19",4
"4347","MT",2020-06-01,7.6,"Montana","Covid-19",5
"4348","MT",2020-07-01,6.6,"Montana","Covid-19",6
"4349","MT",2020-08-01,5.8,"Montana","Covid-19",7
"4350","MT",2020-09-01,5.2,"Montana","Covid-19",8
"4351","MT",2020-10-01,4.7,"Montana","Covid-19",9
"4352","MT",2020-11-01,4.5,"Montana","Covid-19",10
"4353","MT",2020-12-01,4.2,"Montana","Covid-19",11
"4354","MT",2021-01-01,4,"Montana","Covid-19",12
"4355","MT",2021-02-01,3.9,"Montana","Covid-19",13
"4356","MT",2021-03-01,3.8,"Montana","Covid-19",14
"4357","MT",2021-04-01,3.7,"Montana","Covid-19",15
"4358","MT",2021-05-01,3.6,"Montana","Covid-19",16
"4359","MT",2021-06-01,3.7,"Montana","Covid-19",17
"4360","MT",2021-07-01,3.6,"Montana","Covid-19",18
"4546","NC",2020-01-01,3.5,"North Carolina","Covid-19",0
"4547","NC",2020-02-01,3.6,"North Carolina","Covid-19",1
"4548","NC",2020-03-01,3.9,"North Carolina","Covid-19",2
"4549","NC",2020-04-01,13.5,"North Carolina","Covid-19",3
"4550","NC",2020-05-01,13.5,"North Carolina","Covid-19",4
"4551","NC",2020-06-01,8.8,"North Carolina","Covid-19",5
"4552","NC",2020-07-01,8.8,"North Carolina","Covid-19",6
"4553","NC",2020-08-01,6.8,"North Carolina","Covid-19",7
"4554","NC",2020-09-01,7.3,"North Carolina","Covid-19",8
"4555","NC",2020-10-01,6.8,"North Carolina","Covid-19",9
"4556","NC",2020-11-01,6.4,"North Carolina","Covid-19",10
"4557","NC",2020-12-01,6.1,"North Carolina","Covid-19",11
"4558","NC",2021-01-01,5.9,"North Carolina","Covid-19",12
"4559","NC",2021-02-01,5.7,"North Carolina","Covid-19",13
"4560","NC",2021-03-01,5.2,"North Carolina","Covid-19",14
"4561","NC",2021-04-01,5,"North Carolina","Covid-19",15
"4562","NC",2021-05-01,4.8,"North Carolina","Covid-19",16
"4563","NC",2021-06-01,4.6,"North Carolina","Covid-19",17
"4564","NC",2021-07-01,4.4,"North Carolina","Covid-19",18
"4667","ND",2020-01-01,2.2,"North Dakota","Covid-19",0
"4668","ND",2020-02-01,2.3,"North Dakota","Covid-19",1
"4669","ND",2020-03-01,2.3,"North Dakota","Covid-19",2
"4670","ND",2020-04-01,8.7,"North Dakota","Covid-19",3
"4671","ND",2020-05-01,8.7,"North Dakota","Covid-19",4
"4672","ND",2020-06-01,6.2,"North Dakota","Covid-19",5
"4673","ND",2020-07-01,6.2,"North Dakota","Covid-19",6
"4674","ND",2020-08-01,6.1,"North Dakota","Covid-19",7
"4675","ND",2020-09-01,4.7,"North Dakota","Covid-19",8
"4676","ND",2020-10-01,4.7,"North Dakota","Covid-19",9
"4677","ND",2020-11-01,4.7,"North Dakota","Covid-19",10
"4678","ND",2020-12-01,4.7,"North Dakota","Covid-19",11
"4679","ND",2021-01-01,4.5,"North Dakota","Covid-19",12
"4680","ND",2021-02-01,4.8,"North Dakota","Covid-19",13
"4681","ND",2021-03-01,4.4,"North Dakota","Covid-19",14
"4682","ND",2021-04-01,4.2,"North Dakota","Covid-19",15
"4683","ND",2021-05-01,4,"North Dakota","Covid-19",16
"4684","ND",2021-06-01,4,"North Dakota","Covid-19",17
"4685","ND",2021-07-01,3.9,"North Dakota","Covid-19",18
"4749","NE",2020-01-01,2.9,"Nebraska","Covid-19",0
"4750","NE",2020-02-01,3,"Nebraska","Covid-19",1
"4751","NE",2020-03-01,3.1,"Nebraska","Covid-19",2
"4752","NE",2020-04-01,7.4,"Nebraska","Covid-19",3
"4834","NE",2020-05-01,5.4,"Nebraska","Covid-19",4
"4835","NE",2020-06-01,6.6,"Nebraska","Covid-19",5
"4836","NE",2020-07-01,4.4,"Nebraska","Covid-19",6
"4837","NE",2020-08-01,4,"Nebraska","Covid-19",7
"4838","NE",2020-09-01,3.8,"Nebraska","Covid-19",8
"4839","NE",2020-10-01,3.6,"Nebraska","Covid-19",9
"4840","NE",2020-11-01,3.4,"Nebraska","Covid-19",10
"4841","NE",2020-12-01,3.4,"Nebraska","Covid-19",11
